"Ticker","Ticker.A"
"ITALIC","9cc9e0d7"
"ITCD","ea88b8c0"
"ITGR","cb487d55"
"ITP","66c8471f"
"ITPCN","834361e1"
"ITRI","97bf3c64"
"ITWCN","898668f8"
"ITWG","ff8d72b3"
"IUSA","1131b523"
"IV","9567763"
"IVC","74152603"
"IWHD","6600ebd9"
"IXP","a1682d6b"
"JACENT","2e61f37a"
"JACFIN","c704ebea"
"JACKSO","54f3ee1e"
"JACPRO","d355c8d7"
"JAFRA","408c0df"
"JAG","c372c1b6"
"JAH","32247363"
"JAS","5b35813b"
"JASSUM","797512c0"
"JAVA","82759990"
"JAVER","5f882381"
"JAZTEL","7391e2e9"
"JBL","985d2be8"
"JBPOIN","a6313576"
"JBSSBZ","2ee839a0"
"JBX","1a6b65"
"JCG","54edd09f"
"JCOM","45d4878b"
"JCOR","b75437c5"
"JCP","4a3ee2bc"
"JCREW","a5f9944e"
"JDAS","26f29624"
"JEACOU","a238aa10"
"JELD","955cc559"
"JELDWN","649264af"
"JELWEN","66e7df80"
"JHXAU","feb9343"
"JIT","75dfffe4"
"JITNEY","16e4c744"
"JJSC","c0ef0b6a"
"JJZ","7e3d8409"
"JKCOOP","956536d9"
"JLFRE","6ed6659e"
"JLG","a2a5a076"
"JM","51af9fa6"
"JMCSTL","a2a2682e"
"JMHUBE","c5990748"
"JNET","5e789e47"
"JNY","ce6d2b4"
"JOIN","f73fd550"
"JONAHE","eef7ce60"
"JONDIV","8522bb85"
"JONE","585f1b1d"
"JOR","c05629c3"
"JORDN","c1633fbd"
"JOSEA","5ae88642"
"JOY","aa91d900"
"JOYG","b7ee1856"
"JPF","c9878569"
"JPRSRC","59cfb3ab"
"JQH","55faefad"
"JRCC","86fbd3a"
"JRM","34df6483"
"JTMIND","735d7590"
"JUNO","14bf1598"
"JUP","4e304b48"
"JWACCC","934c7037"
"KABEGR","bb559e37"
"KABEL","71671485"
"KABLBW","a6ef3b08"
"KAISAG","b31f9e54"
"KALU","cee70ede"
"KAPPA","c6818264"
"KAR","5cc35200"
"KARHLD","5b187ceb"
"KARUS","9882092e"
"KASH","e039f3bc"
"KATE","9900deec"
"KATZ","6b806ea2"
"KAZTRA","acf88cb7"
"KBH","cf666960"
"KBL","54f72b76"
"KCADEU","c01d53c0"
"KCI","a24db171"
"KCLC","594de825"
"KCN","bf4881c9"
"KCS","908c"
"KDCR","6d4a40eb"
"KEADGR","47990216"
"KEAUOP","89afdccf"
"KEEBLR","de1d0e67"
"KEG","fb97e53b"
"KEGS","9ef3b7c3"
"KEGX","f4344700"
"KEHEFO","3eafae22"
"KEM","5a0cc65d"
"KEME","ef0c090b"
"KEYPLS","612b5af1"
"KEYS","a9125050"
"KFIND","a638b38d"
"KGAUTO","1a037488"
"KIAMTR","14dc7fe0"
"KIKCN","fbe83987"
"KIMBAL","27f24eda"
"KIMHIL","85dd1c75"
"KINOVE","c9446"
"KISSNR","3c75f58e"
"KLU","20110378"
"KLXE","c5a5a149"
"KLXI","b2676132"
"KM","f7d89412"
"KME","85b00a57"
"KMG","c878ab5c"
"KMI","f272ca2c"
"KNCI","959bae7b"
"KND","7f04c36f"
"KNL","93574102"
"KNOLEA","b68358da"
"KNOWLE","995b7262"
"KOF","94bb69d0"
"KOG","5fe7ba75"
"KOGC","ce5a990"
"KOKSRU","9b08a3a2"
"KOP","41348856"
"KOROIL","f17fe88b"
"KOS","c7a0faf8"
"KPN","e97e079a"
"KPNQWE","14f116c9"
"KR","558245c"
"KRA","8fb7a466"
"KRATON","b9ab252b"
"KSU","b187ef5f"
"KTO","d66df02c"
"KTOS","1d0dc811"
"KW","5595b5ef"
"KWD","8d421a72"
"KWGPRO","6587b7b4"
"KWK","7c14a8a7"
"KWKA","29d34871"
"KZL","c6f9df"
"KZTGKZ","d21730b7"
"L","1c5a1fa7"
"LABL","de604b19"
"LAD","8389ba9f"
"LAMR","11f4581b"
"LANLIN","4f3eda36"
"LANMED","e5af93ba"
"LANTRA","74ef8a49"
"LAROCH","f96cd0e3"
"LARPET","4b3304be"
"LAUR","45c58ab2"
"LAZYD","70c851b5"
"LB","c3291849"
"LBCTNK","6f7203c1"
"LBIMED","6af94570"
"LBRTY","443f0640"
"LBTYA","c02eef1"
"LBY","d29b147"
"LCC","9139b0e"
"LCP","8c51eb3b"
"LCPFQ","d731af4"
"LD","1570fb54"
"LDM","f6bec4f0"
"LDMTEC","44fa7e83"
"LDOIM","4ed5e6b3"
"LDOS","5d794f3"
"LEA","270b0f3f"
"LEAP","1fd69d9e"
"LEAPWR","f18db48a"
"LEE","bc9a4d29"
"LEINER","d325b86c"
"LEN","d65dbdea"
"LENATU","b2c860cb"
"LENFST","b6f684f9"
"LESL","9b83d299"
"LEV","39d83d1c"
"LEVI","99766c8d"
"LFB","9077670c"
"LFI","fab097cf"
"LGCY","ed63da02"
"LGF","ad912eae"
"LGFP","9854a46d"
"LGIH","81995472"
"LGNDAQ","50aa4fed"
"LGNS","2d2f98a4"
"LGTELE","5c7ea6d1"
"LHMCFI","b8cb9fc4"
"LHSP","749205a8"
"LHTTWR","666e36fe"
"LIANSU","6bca63b6"
"LIBERT","62069b34"
"LIBGBI","f8b511c2"
"LIFEST","999dc18c"
"LIL","5c357695"
"LIN","11fdd79e"
"LINE","ed2a6b10"
"LINTA","2fb3c0f"
"LIZ","89ba9713"
"LKQ","74e276f9"
"LKSD","625a42c6"
"LLAKES","1754ec7f"
"LLL","e0d5932"
"LLSCOR","29ab11d6"
"LMDIMG","5b8ccb99"
"LMGA","6769622f"
"LMIA","37561972"
"LNCAU","503eb7f3"
"LNCO","27a320af"
"LNET","2d62e7cd"
"LNG","f355b8d8"
"LNGFOR","9492dcf2"
"LNR","a04e2bf0"
"LNRAU","e02f8646"
"LNTV","a103d1bc"
"LNY","ca89db33"
"LOCAL","639cf0e3"
"LOCIEN","2ff869c2"
"LOCINS","92b72c7d"
"LOCO","eb092031"
"LOD","d3b6c1c2"
"LOEH","95dc25b3"
"LOM","f4b9900a"
"LONE","2b456297"
"LONGVW","b9d249a7"
"LONKIN","5b32e39c"
"LOR","6392044"
"LORL","ac34c5e5"
"LPI","febe3e3b"
"LPNT","4654902e"
"LPR","97afcc63"
"LPS","5cf31fc6"
"LPX","3634ef05"
"LQI","58c9358f"
"LR","c0ff1ad2"
"LSCCOM","a14e398c"
"LSPBAT","8c4f6fa8"
"LSS","6d1b055b"
"LSTZA","8651a25e"
"LTACH","322780d"
"LTBBOI","3d2743e"
"LTD","b66f09f6"
"LTM","9160583e"
"LTSCN","ebe5ad46"
"LTV","f871aa66"
"LU","ddfa2a6a"
"LUCK","9de34fc4"
"LUIGIN","58708a3b"
"LUK","e14eb097"
"LUMENA","73485011"
"LUNCN","1b209dff"
"LUPA","6a4eeaf1"
"LUSUCN","fb702bcc"
"LVB","f7a9fbc2"
"LVFIQ","a7b8558f"
"LVLT","17a48880"
"LVLTPT","5befba5f"
"LVS","3f232afc"
"LW","90328b61"
"LWHS","32449cb5"
"LWIN","2b7b8644"
"LWN","261c300d"
"LWSN","e8d545c4"
"LXK","8099d157"
"LXU","b945b2bc"
"LYB","1e18b2b"
"LYO","bd7f98f5"
"LYV","99a6cba6"
"LZ","2cac98bf"
"M","d706cc02"
"MAAXCN","d88aab8"
"MABEMX","560b285c"
"MADRIV","9d2a2c87"
"MAF","2eb1b0a"
"MAG","c9b7c8af"
"MAGGBZ","e539bb8c"
"MAGNES","18decfe1"
"MAGNTN","663f49de"
"MAGSMI","6ec28481"
"MAJEST","adf0adac"
"MAJINV","b19ee4e6"
"MAK","be7508d4"
"MALR","a0f847ec"
"MANDRA","c9da64a2"
"MANNES","b47d79ba"
"MANT","e13eb5d8"
"MAR","9aac5b87"
"MARCUS","25241c0"
"MARFRI","2d5850d7"
"MARINR","3d174699"
"MARIPO","b5beb04f"
"MARSB","3ec69d6d"
"MARTRA","ff95e4ec"
"MAS","51f08822"
"MASHER","e4c106be"
"MASHTU","386da17c"
"MASWF","9db2fbf6"
"MAT","4cf5b89a"
"MATCGR","4a556608"
"MATHOM","d6508477"
"MATR","f4c99545"
"MATTRS","c2913ef6"
"MATW","a40404f6"
"MAXTEL","745cdfec"
"MAYAU","8d3e3eff"
"MBG","f85fd232"
"MBNAU","c2cd3a08"
"MBPSFN","52567478"
"MBRS","d2ca7439"
"MCCC","dc1fe146"
"MCEXPP","3b7bce31"
"MCGHLL","bd5ce3c6"
"MCGRND","2beb5d61"
"MCH","af7e6b53"
"MCIP","fd2dce3d"
"MCL","34ef2945"
"MCLAUT","3d853fdb"
"MCLD","3752a117"
"MCLL","db01237a"
"MCLLC","23cba970"
"MCLLQ","6dd50ae0"
"MCMSI","df6c66af"
"MCOM","21b5ea42"
"MCP","40fbeba5"
"MCRON","c78c832a"
"MD","b307f0e0"
"MDAS","4293fbed"
"MDC","1ea51e"
"MDCA","9b124954"
"MDM","3a14c46e"
"MDP","855cd52b"
"MDPAC","d69811d"
"MDR","c8947420"
"MDT","1ecd973d"
"MDTH","1e64badc"
"MDZ","24c7f64d"
"MDZACN","a6c09750"
"ME","785b2345"
"MEAL","7cb94b3d"
"MEC","a669aeaa"
"MEDA","921f7744"
"MEDCIJ","50c47fa8"
"MEDEXI","d19693fb"
"MEDIA","9cc445e3"
"MEDIME","c41df5a6"
"MEDIMP","9706668e"
"MEDQST","9428e995"
"MEE","70304db7"
"MEG","3df8ecbc"
"MEGAB","a7307ec9"
"MEGCN","476daf9b"
"MEMP","cf0de3a9"
"MEMPRT","525654e4"
"MEMRES","af0fc161"
"MENTOR","3fc178c8"
"MEOHF","7adc62b9"
"MEPC","4c466e92"
"MERC","dbd97fbb"
"MERCS","cc7e8191"
"MERI","7a425cdd"
"MERISA","b7b76bd8"
"MERIT","750bee67"
"MERLLN","9f973b4e"
"METALD","d6137473"
"METALS","c8c04650"
"METINR","47e69f69"
"METNF","38dd7afe"
"METROG","935b2a88"
"METSO","19dbd638"
"METTOL","3ff3d3cc"
"MFNX","9c397cba"
"MFS","9457b6ac"
"MFW","fc6f4ba"
"MGCCOM","4e85c7de"
"MGCX","31441de4"
"MGG","aa67fd95"
"MGL","c0a00d56"
"MGLH","c4da6f96"
"MGLN","12838c8b"
"MGM","bfcdef3"
"MGMGPO","de535f9a"
"MGMMGP","1f6a515c"
"MHCA","ccbd5c1b"
"MHCAV","4a72d7e9"
"MHK","2bed4d07"
"MHM","fdb4ae1a"
"MHO","b07c0f11"
"MHR","f341e54"
"MHRC","40dc6a6a"
"MHX","aeaf3d32"
"MICC","4ddffd8e"
"MICCD","84887113"
"MICCF","c940d018"
"MICFOO","55645802"
"MICRO","2fe616aa"
"MICT","530ccfad"
"MICTF","6b397258"
"MIDCON","b2b9e80a"
"MIEHOL","b5604114"
"MIICF","5880ccd0"
"MIK","8d9a46b3"
"MIKE","a86950f4"
"MIKL","8f66013c"
"MIKN","c2aea037"
"MIL","909f760b"
"MILA","f65f2c6c"
"MILARG","6a42e1a9"
"MILEXP","54ab823e"
"MILLAR","f46ae103"
"MINERV","87416eb"
"MINI","8d93bf28"
"MIOIL","9b04b97f"
"MIR","a94315e0"
"MIRKQ","546d9de9"
"MISSIP","5cafa048"
"MJDCOM","df1a21a7"
"MLG","a860a96f"
"MLTHCO","a9c6c4b8"
"MLTPLN","3b8c4d6a"
"MMCN","750be0aa"
"MMIPRD","1fbb4787"
"MMLP","ba9ff3a8"
"MMR","5d0c31f3"
"MND","b96bcae8"
"MNI","5f5d936"
"MNK","483d783d"
"MNR","6ce42b6e"
"MNTG","7ef214c1"
"MOBIFO","3b96b79"
"MOBILE","6521751"
"MOBTEL","537b27b0"
"MODL","bf417852"
"MODSPA","a3dcf794"
"MOG","9988b3f2"
"MOGA","32377111"
"MOH","68de0127"
"MOHEGN","ac132cb9"
"MOMENT","d1510dd8"
"MONILN","8aa11486"
"MONINT","bf732452"
"MONIT","cb31409d"
"MORPUB","26259685"
"MOS","1cff37f"
"MOTCOA","e23168e9"
"MOTOR","93c3bb59"
"MOVI","1fcd6406"
"MPEL","bcad5061"
"MPG","81e5fd5"
"MPN","2f110e1d"
"MPO","e44dddb8"
"MPVDCN","26514bb2"
"MPW","bc85d4e"
"MPWR","7530be6d"
"MQASSO","dbce786d"
"MRC","4100cea"
"MRD","19153c52"
"MRG","9f814efc"
"MRGE","4e1817fd"
"MRNR","c553600d"
"MRNTV","dd7fb9be"
"MRO","73d2cc91"
"MRSFLD","7dc58a32"
"MRV","570b9fc2"
"MS","add4c2c3"
"MSCC","a0a4d06d"
"MSCI","13ff30b"
"MSEL","32225782"
"MSSCRK","1c50ba2e"
"MSSN","7be45f7d"
"MSWENE","1da7756f"
"MSXINT","5d3b7ecf"
"MT","b0d1f27b"
"MTCH","c0a629b7"
"MTDR","a74c36c4"
"MTEL","38e75e9b"
"MTH","d07c913"
"MTI","c65b1ab6"
"MTLM","6623c8ed"
"MTN","db5e2a0e"
"MTNA","867e19bf"
"MTOR","a54b623e"
"MTRMGR","ed42471c"
"MTSINC","2361c948"
"MTW","ff87795d"
"MTWFSG","3a3535f0"
"MTZ","43196a83"
"MU","7b8d21de"
"MUEGRO","d14fbd7e"
"MUI","602c1102"
"MUL","30e180b1"
"MULPAC","2a66753f"
"MULPAR","e2eca401"
"MULTIC","9dc335a2"
"MUR","93de35a"
"MURREN","4490dc6c"
"MUSA","4cdde42f"
"MUZK","78de829a"
"MVE","2606cbe4"
"MW","364580d5"
"MWA","1be08246"
"MWE","8071c050"
"MWGAME","d2e8303"
"MWL","a77e9198"
"MWRK","914cb80"
"MWVANA","1cec8dba"
"MX","c7133200"
"MXACN","dc8d033a"
"MXCHF","70fcd2d0"
"MXCN","4150dfe5"
"MXG","3bf111b2"
"MXM","9a6a32d4"
"MXMC","adf1b766"
"MYCC","3164cca5"
"MYG","9d861a06"
"MYL","f741eac5"
"MZ","8adb930b"
"MZIA","56533503"
"N","5192beac"
"NAELN","45db3200"
"NAEPI","f8a0f402"
"NAFC","f58ff559"
"NAFCE","57dbb5c9"
"NANADE","8747e725"
"NATAMU","28e76882"
"NATCIN","f79cb9b4"
"NATH","6f09887d"
"NATLWW","3d841fd8"
"NATPOW","42a1e915"
"NATRC","7eb5f7f8"
"NATREN","802de275"
"NATVET","a62acd72"
"NATWIN","f6d8665"
"NAV","8fb21e72"
"NAVGAS","d187c0ea"
"NAVIOS","9432a985"
"NBDCN","46b47eb2"
"NBEEF","59dc97b"
"NBR","25cb46f9"
"NBTY","290c5ea0"
"NBZCN","2f855dab"
"NC","9feadac5"
"NCLCOP","be7ddf31"
"NCLH","791d5da9"
"NCLNO","28a1c321"
"NCMI","143685b8"
"NCOG","b9a3f5e1"
"NCR","83bc4d4d"
"NCRX","4d2ab8a1"
"NCS","48e09ee8"
"NCSGCR","c3269714"
"NCX","22276e2b"
"NDC","8e91a2fd"
"NDN","320fb123"
"NDPAPE","96fd0d5f"
"NE","49b339d8"
"NEBRK","75de1c35"
"NECHIN","6bbc2a20"
"NEE","febf4a54"
"NEEDLE","77f69981"
"NEENAH","3b7ff757"
"NEENST","bf2ab850"
"NEFF","21086a10"
"NEFFRT","f3359494"
"NEFICO","82ade31a"
"NEGX","bea3024f"
"NEIBOR","78964bac"
"NELL","24e31638"
"NEM","12ecc839"
"NEODAT","4b85a3e1"
"NEP","ada4d97c"
"NEPENE","ca948f08"
"NEQS","d06a5b78"
"NER","e06c7877"
"NEREST","2ae18bbe"
"NES","2b30abd2"
"NESC","442348ca"
"NESCOL","b40ee036"
"NESRH","435b5f2e"
"NETBZ","605e6969"
"NETCOM","1b335e5a"
"NETHOL","8d0591a9"
"NETSAT","136e477f"
"NEU","fd6948cf"
"NEV","7bfd3a61"
"NEWALB","a025cdaa"
"NEWARK","b0cb7bf1"
"NEWGAM","f6cb1738"
"NEWLOK","2dc7932e"
"NEWOPA","93455b8c"
"NEWPAG","212e0c6c"
"NEXEOS","2b4c722"
"NEXMED","6bf2b1fa"
"NEXSTR","16e5e41f"
"NEXTHK","988748ef"
"NFCN","11ecc039"
"NFF","49c32267"
"NFFCA","a82b9a16"
"NFLX","322b5156"
"NFREGY","eed99bbe"
"NFX","701f418c"
"NGDCN","c233bfd"
"NGL","4e2f0ab5"
"NGLS","9446a10b"
"NGPLCO","116206b8"
"NGVT","4aed5233"
"NHI","e8aaebef"
"NIHD","6b50a509"
"NIN","53d8d0e3"
"NINE","c3dc4396"
"NIPSTL","8eddc562"
"NISKA","702624ef"
"NKA","3511731f"
"NL","6ebc6810"
"NLC","bd7eec9a"
"NLI","1ce5cffc"
"NLSN","e7f2403f"
"NM","a5e0bbb5"
"NMG","8098a538"
"NMK","f75a6543"
"NMRK","dde2daa6"
"NNA","67295cb8"
"NNAH","83cf29b8"
"NNS","2937ff28"
"NOA","c15e570c"
"NOACN","ff1b9781"
"NOBGRP","eec017d9"
"NOC","8c96f607"
"NOF","dc5b67b4"
"NOG","1707b411"
"NOKIA","3bfd66d2"
"NOR","441c2739"
"NORACQ","8e9a18f0"
"NORAME","46e22320"
"NORBLI","19d8ef0c"
"NORCAL","e4681fe1"
"NORCFT","ce4aa199"
"NORCRA","ec08a6c"
"NORENE","f3403747"
"NORGEN","d9a59403"
"NORMPC","c11d287c"
"NORSKE","1bac204c"
"NORTH","790fe014"
"NOVASP","7ff40697"
"NOVEON","621c9d3c"
"NP","1aa8aaf0"
"NPNT","68a2b8a8"
"NPO","6ac2da5b"
"NPTFIN","77105d06"
"NR","57600bfb"
"NRG","110e491f"
"NRGE","77952b38"
"NRGEV","e8ae8eec"
"NRGM","9bc6a955"
"NRGY","381e9d8"
"NRI","2b04286f"
"NRNT","2a87bfd5"
"NRNTQ","2b4d3205"
"NRP","fdd7b3c"
"NRX","e38ef951"
"NSGHLD","ef438642"
"NSINO","cc818f34"
"NSKIES","4e960238"
"NSR","e462d183"
"NSS","2f3e0226"
"NSUS","9ef147c7"
"NSV","7ff39395"
"NSW","b4af4030"
"NT","8139e8e6"
"NTHWQ","afd05895"
"NTI","48d41d55"
"NTIER","15afa742"
"NTK","51cbc5e"
"NTKS","a3d5a94d"
"NTLD","78a1a5e0"
"NTLDQ","7dacd03c"
"NTLI","c43fb63e"
"NTLO","12665523"
"NTLSTL","16797e5f"
"NTVF","f6c7c76b"
"NTY","4b021fce"
"NU","4a653b43"
"NUAN","7447e7d8"
"NUFARM","fa874f36"
"NUFAU","32beb506"
"NUGGET","ad33a3e1"
"NUMATI","8093a6c7"
"NUMFP","fabe066d"
"NUTRO","f85b24fe"
"NUVOTV","490cd817"
"NVA","33188e11"
"NVE","a889cc07"
"NVL","8f869dcf"
"NVR","b65afe24"
"NWA","956f85a5"
"NWAC","8afcf37b"
"NWCI","bcf8c134"
"NWEC","7eb3d768"
"NWHM","256ed7d8"
"NWS","db712635"
"NWSW","e2fa3e11"
"NXL","dfb9e692"
"NXLK","de58027a"
"NXPBV","ce5902ce"
"NXPI","33ee55cb"
"NXST","bd4e5e13"
"NXTL","976ce06b"
"NXTP","e378228b"
"NYLD","e3a4b031"
"NYT","964b6dd0"
"NYYAU","71116595"
"OA","7455707a"
"OAS","13d58f5f"
"OC","399dd171"
"OCEANO","c5820a2d"
"OCINV","ab5af528"
"OCR","4f164dd3"
"OCRGNO","cb4c2c12"
"OCRNO","ae528b06"
"OCTDEV","100755d2"
"OCXCN","951925ab"
"ODB","896771c6"
"ODBR","96d11a53"
"ODP","c779d256"
"OEC","e44ca9d7"
"OEI","45d78ab1"
"OFIS","1daf9a71"
"OFISC","b4dfde41"
"OGLE","56b254ce"
"OGXPBZ","b54cc798"
"OHI","2400eb71"
"OI","9806f217"
"OII","8277e0c5"
"OIL","d2ba7176"
"OIS","203ac138"
"OKE","622a3197"
"OLDEVA","c983f8c0"
"OLG","ea45ae12"
"OLIVET","cfd53c24"
"OLN","cd4affda"
"OLOG","77f8f30e"
"OLYMP","efe9f252"
"OLYMPS","6a27d0f9"
"OMEGAC","9cae838b"
"OMG","4c32a5a6"
"OMI","7638c4d6"
"OMM","eda986c0"
"OMN","6b3df46e"
"OMPT","af866f82"
"ONCJ","4ee38dd9"
"ONECAL","28584a7"
"ONJC","fc7499c2"
"ONNN","b4a5ae0f"
"ONOFIN","a16cef31"
"ONOSM","f36214ae"
"ONSI","afa963b9"
"OPCCN","21857662"
"OPEN","df93d9ec"
"OPENSL","50a6adca"
"OPTEL","79e3da61"
"OPTOES","d139e2dc"
"OPTSTL","c904e18c"
"ORALN","bb1e2970"
"ORB","8d69d832"
"ORBC","e48ff3c1"
"ORBIMG","67d10e77"
"ORCAL","d524eec6"
"ORIG","7d19e52d"
"ORMET","db645811"
"ORN","faab1849"
"ORS","45e3090c"
"ORTCLI","b5b64380"
"ORX","2f24f9cf"
"OS","3a4bd3ea"
"OSBCN","d4a24a39"
"OSG","7bd34235"
"OSI","41d92345"
"OSK","c11824e"
"OSU","35cde1a5"
"OTCCN","7c69276e"
"OTEXCN","c98f08d9"
"OTRKB","885598c7"
"OTTR","ee64828c"
"OUT","9d41073a"
"OUTR","22ce8212"
"OUTSVC","49e48934"
"OWC","140d2430"
"OWN","a89337ee"
"OXEACY","ae94f074"
"OXFORD","fc7258bc"
"OXHP","547dc072"
"OXM","d84f35a9"
"OXYMAR","4e97b5b4"
"PA","e5c39c5d"
"PAA","f8500f48"
"PACD","deb073a5"
"PACDF","656f46d6"
"PACDUS","d64e9727"
"PACKAM","a5235ebd"
"PACKAR","57a3eef3"
"PACNET","3d552799"
"PACR","b3f9223"
"PACW","5bf20390"
"PAET","beb64404"
"PAG","2e09ec55"
"PAGE","e1a38413"
"PAGON","f719ebb"
"PAH","df5f5e80"
"PALACE","90961ee0"
"PALENT","bd81a0e4"
"PAM","8f92cf33"
"PANAMS","3bd0acbd"
"PANCAN","11dd0f1"
"PANIND","c70e9fb6"
"PANTRY","3f865cb3"
"PAP","30dade76"
"PAPWRK","9b156123"
"PARK","ee4f560a"
"PARRFN","3e5f6eaf"
"PARSLY","4856035c"
"PATH","b0b119e"
"PAW","2ddfeece"
"PAX","dc895c1b"
"PAZ","9141fd10"
"PBFENE","b124047"
"PBFHOL","116f0fea"
"PBFX","76139901"
"PBGAIR","43575653"
"PBH","eeb7441d"
"PBI","25eb97b8"
"PBNCN","ee13d321"
"PBSC","2ae4d830"
"PBY","263d9523"
"PC","a80b3d56"
"PCALLC","de38afaf"
"PCG","b996fd7c"
"PCH","48c04fa9"
"PCS","21d1bdf1"
"PCSA","ab8679a5"
"PCTV","70f27508"
"PCU","f7885eec"
"PCX","4b164d32"
"PDC","e7a081e4"
"PDCE","5d0cae64"
"PDCN","37cb5ea7"
"PDE","31f962f9"
"PDG","7c31c3f2"
"PDGI","de814a0c"
"PDH","8d677127"
"PDQ","a9be2274"
"PDVAMR","1bd5435"
"PEG","da46c846"
"PEGI","122b4a92"
"PEGS","b0666b6f"
"PEGSHP","74aad1c3"
"PEMEX","b2a26db7"
"PENACQ","2fccd691"
"PENGAM","a280cdf"
"PENN","9ab63ff9"
"PEP","c495fa65"
"PEPGEM","9a65b12f"
"PERHOL","29f07ee"
"PERRYJ","3db360e4"
"PERY","241bfb60"
"PES","420188cb"
"PESC","2021d129"
"PETBRA","5ad28c7c"
"PETC","e586efa7"
"PETD","f883df1f"
"PETM","df8c8ed7"
"PETMEX","5526fc3"
"PETPSC","8ff31095"
"PETROS","6e7ee3c9"
"PEUGOT","505bf87d"
"PF","f8c6ace5"
"PFCB","22c99a1"
"PFCHNG","9ea311a8"
"PFCLN","deb2e715"
"PFGC","3d3f6e17"
"PFHC","cb771efe"
"PFOO","7912e00b"
"PFPCN","dacea134"
"PFR","b8b541f3"
"PFT","6eeca2ee"
"PGEM","5c001ed0"
"PGH","bc8f6bba"
"PGI","77d3b81f"
"PGIC","a1aa15d4"
"PGILLN","d095be13"
"PGN","6ad688a7"
"PGNFIN","770ce0b5"
"PGSAY","ca76919e"
"PGSNO","e9b100f1"
"PGSSOL","30c0eeed"
"PGTI","638cbbc"
"PGTV","f4b87bf2"
"PGTVD","dd822b82"
"PHEL","4e7cdfd9"
"PHH","4ac71b53"
"PHHOLD","19f1d558"
"PHIBRO","c8a9c39a"
"PHII","d911241e"
"PHM","1a0a8ae0"
"PHNX","d43ccbae"
"PHO","57c22beb"
"PHP","a5429ba5"
"PHS","23d6e90b"
"PHSY","1969e505"
"PHYSIO","b1a1786a"
"PHYSTP","4528352a"
"PICN","acce4b76"
"PIDLIJ","f6ba0446"
"PIERRE","1c7f49fd"
"PIN","3ae9f3fa"
"PINFOR","7e0127dc"
"PINNOP","e02c9d62"
"PIONA","306d9e77"
"PIOS","d4263047"
"PITGLS","71f12695"
"PITTGL","7342f4e9"
"PIZA","afde20be"
"PKD","cedc1b5"
"PKDY","359f40a6"
"PKI","b073d26b"
"PKICN","48756c63"
"PKOH","ff12c562"
"PKS","123ef396"
"PLA","99876e88"
"PLASPK","c685a372"
"PLASTC","de99050c"
"PLAY","6d626618"
"PLAYRE","fad0cfe3"
"PLCOAL","1fcb0852"
"PLH","be883f40"
"PLIA","b108a889"
"PLIANT","86a260e1"
"PLITT","2c208217"
"PLLL","5fae94f0"
"PLNEND","655f0149"
"PLP","510dbfb6"
"PLS","d799cd18"
"PLT","ca9cfda0"
"PLTE","2c901791"
"PLX","bd5e3ddb"
"PLYGEM","cad32cbe"
"PME","a461272a"
"PMIACQ","587afbac"
"PMK","9e6b465a"
"PMNW","6d8a771f"
"PMSI","525fe9fa"
"PMTC","3663f412"
"PMUG","b85bdb0"
"PNAGRO","368f1fa1"
"PNCACN","d4e37a7f"
"PNET","679656a8"
"PNF","131d4f19"
"PNFT","567e4c35"
"PNH","29172e69"
"PNK","af835cc7"
"PNKENT","28eb96a0"
"PNM","79dabfda"
"PNRHLD","27c464e9"
"POGLN","f65b5fb4"
"POI","443cf678"
"POKAGO","bfea44ef"
"POL","14f167cb"
"POLCOM","e789c137"
"POLGA","5860a5cd"
"POLINT","f4e78518"
"POLLO","606d9047"
"POLPOR","e73d47b1"
"POLTEL","fedb75ee"
"POMGRN","f425542e"
"PONE","61b1d3f2"
"PONN","b762331"
"PORTOL","3ea9b343"
"POS","e671d785"
"POSADA","a310df6b"
"POST","af32ffc2"
"POSTER","b47e9ba5"
"POSTMD","521e3444"
"POT","fb74e73d"
"POUCN","3e8d190b"
"PPC","74313939"
"PPDI","17986f40"
"PPE","a268da24"
"PPG","efa07b2f"
"PPHNSW","f5f688c8"
"PPHNVX","569815ba"
"PPL","85678bec"
"PPO","3f3f942"
"PPOUS","1bc901f9"
"PPP","f173490c"
"PPPCN","5149acf"
"PPX","1d20cb61"
"PQ","e6159ec6"
"PQCOR","53ef10d0"
"PQUE","6d5938df"
"PR","6081ec68"
"PRAI","785479a"
"PRD","feab18a8"
"PREBRA","241b40df"
"PRECN","1fb98d06"
"PREGIS","473c251f"
"PREMCO","698a479"
"PREMST","857caef"
"PRESID","a11e28ed"
"PRESTO","cdd02520"
"PRETPK","a8cb4a3c"
"PREZ","768813bc"
"PRFOOD","d0570576"
"PRGABZ","8aad012c"
"PRIDEV","b8ea2a2f"
"PRIMBP","b45bec97"
"PRIMCO","e0ac576d"
"PRIMIN","8f80db86"
"PRINT","8b8cd874"
"PRM","d9a44960"
"PRMIAN","65c9ca17"
"PRMIER","e5922ce4"
"PRODRG","a10320db"
"PROFAC","2e81e3e3"
"PROPEX","90b0d04"
"PROQST","b66d6415"
"PRORES","21e9faba"
"PRRAIL","bb72b36e"
"PRSESE","cce23b9f"
"PRTART","42348226"
"PRTL","62ae6540"
"PRTY","31b5f668"
"PRV","b0b5bb38"
"PRW","7be9689d"
"PRX","8abfda48"
"PRXL","a50e0f34"
"PSAAU","720674ce"
"PSD","58dc131c"
"PSIX","304ad85d"
